interaction_id,account_id,contact_id,channel,outcome,occurred_at
724,54,0,visit,neutral,2024-11-08
725,54,0,demo,neutral,2024-10-22
726,54,0,visit,neutral,2024-10-27
727,54,0,visit,negative,2025-01-06
728,54,0,webinar,positive,2025-01-14
729,54,0,call,negative,2025-08-03
730,54,0,visit,neutral,2025-08-13
731,55,0,demo,negative,2025-08-19
732,55,0,call,neutral,2025-05-28
733,55,0,demo,positive,2025-06-21
734,55,0,webinar,positive,2025-06-21
735,55,0,webinar,neutral,2025-01-13
736,55,0,email,positive,2025-08-03
737,55,0,call,positive,2025-03-19
738,55,0,webinar,positive,2025-08-06
739,55,0,email,neutral,2025-05-17
740,55,0,webinar,neutral,2025-06-14
741,55,0,demo,positive,2025-02-10
742,55,0,demo,positive,2025-02-24
743,56,0,email,neutral,2024-12-13
744,56,0,call,neutral,2024-09-14
745,56,0,demo,neutral,2025-02-10
746,56,0,webinar,negative,2025-05-03
747,56,0,call,positive,2024-12-02
748,56,0,visit,positive,2025-03-13
749,56,0,email,positive,2025-02-04
750,56,0,visit,positive,2025-06-11
751,56,0,demo,positive,2024-12-16
752,56,0,email,neutral,2025-07-10
753,56,0,visit,positive,2024-10-26
754,56,0,visit,positive,2025-08-25
755,57,0,visit,neutral,2024-12-03
756,57,0,demo,positive,2025-07-31
757,57,0,webinar,positive,2025-01-06
758,57,0,demo,negative,2024-10-24
759,57,0,webinar,neutral,2024-10-05
760,57,0,email,neutral,2025-06-11
761,57,0,webinar,positive,2025-03-02
762,57,0,visit,neutral,2024-10-30
763,57,0,demo,neutral,2025-06-27
764,57,0,webinar,neutral,2025-05-03
765,57,0,email,positive,2025-03-13
766,57,0,call,neutral,2025-01-29
767,57,0,visit,neutral,2025-04-23
768,57,0,email,positive,2024-12-06
769,58,0,demo,positive,2025-02-07
770,58,0,call,positive,2025-06-16
771,58,0,webinar,neutral,2024-12-03
772,58,0,email,positive,2025-04-23
773,58,0,visit,negative,2024-11-16
774,58,0,visit,neutral,2024-12-07
775,58,0,call,neutral,2025-01-11
776,58,0,demo,neutral,2024-12-10
777,58,0,email,positive,2025-04-11
778,58,0,visit,positive,2025-05-16
779,59,0,visit,neutral,2024-11-06
780,59,0,demo,positive,2025-05-22
781,59,0,webinar,neutral,2024-12-09
782,59,0,call,positive,2025-09-02
783,59,0,call,positive,2024-10-08
784,59,0,email,neutral,2025-07-27
785,59,0,visit,positive,2025-05-11
786,59,0,call,positive,2025-07-25
787,59,0,visit,positive,2025-05-17
788,59,0,visit,positive,2025-03-22
789,59,0,call,negative,2025-04-12
790,60,0,webinar,positive,2025-07-31
791,60,0,demo,neutral,2025-07-24
792,60,0,webinar,negative,2024-09-16
793,60,0,webinar,negative,2025-01-29
794,60,0,visit,neutral,2025-08-07
795,60,0,visit,positive,2025-06-26
796,60,0,visit,positive,2025-04-09
797,60,0,visit,positive,2024-10-05
798,60,0,webinar,negative,2024-09-11
799,60,0,visit,negative,2025-01-15
800,60,0,email,neutral,2025-08-19
